specialty_clean,specialty,category,match_method,match_score
neuroTrauma,Neuro Trauma,"Emergency, Trauma & Critical Care",normalized_exact,1.000
dryEye,Dry Eye,Ophthalmology,normalized_exact,1.000
balloonAngioplasty,Balloon Angioplasty,"Radiology, Imaging & Nuclear Medicine",normalized_exact,1.000
gynaecOncology,Gynaec Oncology,"Obstetrics, Gynecology & Fertility",normalized_exact,1.000
nuclearTherapy,Nuclear Therapy,"Rehabilitation, Physiotherapy & Allied Health",normalized_exact,1.000
neurotrauma,Neurotrauma,"Emergency, Trauma & Critical Care",normalized_exact,1.000
paediatricsAndStrabismusOphthalmology,Paediatrics and Strabismus Ophthalmology,Pediatrics & Neonatology,normalized_exact,1.000
Orthopaedics,Orthopedics,"Orthopedics, Spine & Sports Medicine",manual,1.000
Cancer Care,Cancer Care,Oncology & Hematology,normalized_exact,1.000
Neurosurgery,Neurosurgery,Neurology & Neurosurgery,normalized_exact,1.000
thoracicSyndrome,Thoracic Syndrome,Other / Needs Review,normalized_exact,1.000
cardiacAnesthesia,Cardiac Anesthesia,Cardiology & Cardiothoracic,normalized_exact,1.000
arthroscopyAndSportsInjuries,Arthroscopy and Sports Injuries,"Orthopedics, Spine & Sports Medicine",normalized_exact,1.000
orthopaedicsAndJointReplacement,Orthopaedics and Joint Replacement,"Orthopedics, Spine & Sports Medicine",normalized_exact,1.000
strokeManagement,Stroke Management,Neurology & Neurosurgery,normalized_exact,1.000
CTVS,CTVS,Cardiology & Cardiothoracic,normalized_exact,1.000
specialistConsultation,Specialist Consultation,"Administration, Operations & Support Services",normalized_exact,1.000
Oncology,Oncology,Oncology & Hematology,normalized_exact,1.000
cardiologyThrombolysis,Cardiology Thrombolysis,Cardiology & Cardiothoracic,normalized_exact,1.000
femaleUrology,Female Urology,"Urology, Nephrology & Transplant",normalized_exact,1.000
Pediatric Opthalmology,Pediatric Opthalmology,Pediatrics & Neonatology,normalized_exact,1.000
orbitAndOcculoplasty,Orbit and Occuloplasty,Ophthalmology,normalized_exact,1.000
physiotherapyAndRehabilitation,Physiotherapy and Rehabilitation,"Rehabilitation, Physiotherapy & Allied Health",normalized_exact,1.000
Psychotherapy,Psychotherapy,"Rehabilitation, Physiotherapy & Allied Health",normalized_exact,1.000
hepatobiliarySurgeryCentre,Hepatobiliary Surgery Centre,"Gastroenterology, Hepatobiliary & Colorectal",normalized_exact,1.000
palliativeRehabilitationAndSupportiveCare,Palliative Rehabilitation and Supportive Care,Geriatrics & Palliative Care,normalized_exact,1.000
podiatricSportsMedicine,Podiatric Sports Medicine,"Orthopedics, Spine & Sports Medicine",normalized_exact,1.000
pediatricThoracicSurgery,Pediatric Thoracic Surgery,Pediatrics & Neonatology,normalized_exact,1.000
endovascularSurgery,Endovascular Surgery,"General, Laparoscopic & Minimal Access Surgery",normalized_exact,1.000
cataractSurgery,Cataract Surgery,Ophthalmology,normalized_exact,1.000
gynecologicalSurgery,Gynecological Surgery,"Obstetrics, Gynecology & Fertility",normalized_exact,1.000
nutritionDietetic,Nutrition Dietetic,Nutrition & Dietetics,normalized_exact,1.000
gastroIntestinalOncosurgery,Gastro Intestinal Oncosurgery,Oncology & Hematology,normalized_exact,1.000
geneticDermatology,Genetic Dermatology,"Dermatology, Plastic & Aesthetic",normalized_exact,1.000
laserSurgery,Laser Surgery,"General, Laparoscopic & Minimal Access Surgery",normalized_exact,1.000
noseReconstructionSurgery,Nose Reconstruction Surgery,"General, Laparoscopic & Minimal Access Surgery",normalized_exact,1.000
endoscopy,Endoscopy,"Gastroenterology, Hepatobiliary & Colorectal",normalized_exact,1.000
Bone Marrow Transplant,Bone Marrow Transplant,Oncology & Hematology,normalized_exact,1.000
emergencyDentalCare,Emergency Dental Care,"Emergency, Trauma & Critical Care",normalized_exact,1.000
oncoSurgery,Onco Surgery,Oncology & Hematology,normalized_exact,1.000
panchakarma,Panchakarma,Alternative & Integrative Medicine,normalized_exact,1.000
allergistimmunologist,Allergistimmunologist,"Immunology, Allergy & Rheumatology",normalized_exact,1.000
Public Health Dentistry,Public Health Dentistry,"Dental, Oral & Maxillofacial",normalized_exact,1.000
neuromuscularDisorders,Neuromuscular Disorders,Neurology & Neurosurgery,normalized_exact,1.000
neonatalPerinatal,Neonatal Perinatal,Pediatrics & Neonatology,normalized_exact,1.000
otorhinolaryngology,Otorhinolaryngology,"ENT, Head & Neck",normalized_exact,1.000
dermatologyAndVenereology,Dermatology and Venereology,"Dermatology, Plastic & Aesthetic",normalized_exact,1.000
Neuro Ophthalmology,Neuro Ophthalmology,Neurology & Neurosurgery,normalized_exact,1.000
Maxillo Facial Prosthodontics,Maxillo Facial Prosthodontics,"Dental, Oral & Maxillofacial",normalized_exact,1.000
specialEducation,Special Education,"Rehabilitation, Physiotherapy & Allied Health",normalized_exact,1.000
occupationalTherapist,Occupational Therapist,"Rehabilitation, Physiotherapy & Allied Health",normalized_exact,1.000
radiodiagnosis,Radiodiagnosis,"Radiology, Imaging & Nuclear Medicine",normalized_exact,1.000
diabeticEye,Diabetic Eye,Ophthalmology,normalized_exact,1.000
Neuropelveology,Neuropelveology,Neurology & Neurosurgery,normalized_exact,1.000
Dietitian,Dietitian,Nutrition & Dietetics,normalized_exact,1.000
targetedTherapies,Targeted Therapies,Oncology & Hematology,normalized_exact,1.000
communityHealth,Community Health,Infectious Disease & Public Health,normalized_exact,1.000
burnAndPlasticSurgery,Burn and Plastic Surgery,"Dermatology, Plastic & Aesthetic",normalized_exact,1.000
Accident  Trauma,Accident Trauma,"Emergency, Trauma & Critical Care",normalized_exact,1.000
podiatrySportsMedicine,Podiatry Sports Medicine,"Orthopedics, Spine & Sports Medicine",normalized_exact,1.000
paediatricHematoOncology,Paediatric Hemato Oncology,Pediatrics & Neonatology,normalized_exact,1.000
ultrasound,Ultrasound,"Radiology, Imaging & Nuclear Medicine",normalized_exact,1.000
clinicalHermatology,Clinical Hermatology,Other / Needs Review,normalized_exact,1.000
mycologyLaboratory,Mycology Laboratory,"Diagnostics, Pathology & Laboratory",normalized_exact,1.000
Orthopaedics and Trauma,Orthopaedics and Trauma,"Emergency, Trauma & Critical Care",normalized_exact,1.000
gastrointestinalAndMinimallyInvasiveSurgery,Gastrointestinal and Minimally Invasive Surgery,"Gastroenterology, Hepatobiliary & Colorectal",normalized_exact,1.000
GI Cancer,GI Cancer,Oncology & Hematology,normalized_exact,1.000
Gynecological Cancer,Gynecological Cancer,"Obstetrics, Gynecology & Fertility",normalized_exact,1.000
Oral Medicine Radiology and Pathology,Oral Medicine Radiology and Pathology,"Dental, Oral & Maxillofacial",normalized_exact,1.000
paediatricRadiology,Paediatric Radiology,Pediatrics & Neonatology,normalized_exact,1.000
pancreaticSurgery,Pancreatic Surgery,"General, Laparoscopic & Minimal Access Surgery",normalized_exact,1.000
Implantologist,Implantologist,"Dental, Oral & Maxillofacial",normalized_exact,1.000
assistedFertility,Assisted Fertility,"Obstetrics, Gynecology & Fertility",normalized_exact,1.000
geneticScreening,Genetic Screening,Genetics & Reproductive Genomics,normalized_exact,1.000
traumatology,Traumatology,"Emergency, Trauma & Critical Care",normalized_exact,1.000
laboratorySciences,Laboratory Sciences,"Diagnostics, Pathology & Laboratory",normalized_exact,1.000
cardiacRehabilitationAndPhysiotherapy,Cardiac Rehabilitation and Physiotherapy,Cardiology & Cardiothoracic,normalized_exact,1.000
cancerSurgeries,Cancer Surgeries,Oncology & Hematology,normalized_exact,1.000
parkinsonsDisease,Parkinsons Disease,Other / Needs Review,normalized_exact,1.000
nuclearMedicineAndBoneDensitometry,Nuclear Medicine and Bone Densitometry,"Orthopedics, Spine & Sports Medicine",normalized_exact,1.000
PLASTIC SURGEON,Plastic Surgeon,"Dermatology, Plastic & Aesthetic",normalized_exact,1.000
spineEndoscopy,Spine Endoscopy,"Orthopedics, Spine & Sports Medicine",normalized_exact,1.000
cardiacCatheterisation,Cardiac Catheterisation,Cardiology & Cardiothoracic,normalized_exact,1.000
psychiatryAndBehavioralHealth,Psychiatry and Behavioral Health,"Dental, Oral & Maxillofacial",normalized_exact,1.000
haematopathology,Haematopathology,"Diagnostics, Pathology & Laboratory",normalized_exact,1.000
arthroscopicAndJointReplacementSurgery,Arthroscopic and Joint Replacement Surgery,"Orthopedics, Spine & Sports Medicine",normalized_exact,1.000
Dental Medicine,Dental Medicine,"Dental, Oral & Maxillofacial",normalized_exact,1.000
Homoeopathy,Homoeopathy,Alternative & Integrative Medicine,normalized_exact,1.000
childDentistry,Child Dentistry,Pediatrics & Neonatology,normalized_exact,1.000
gumSpecialists,Gum Specialists,"Dental, Oral & Maxillofacial",normalized_exact,1.000
Crown Lengthening,Crown Lengthening,"Dental, Oral & Maxillofacial",normalized_exact,1.000
refractiveSurgery,Refractive Surgery,"General, Laparoscopic & Minimal Access Surgery",normalized_exact,1.000
cataractAndLensImplantation,Cataract and Lens Implantation,Ophthalmology,normalized_exact,1.000
neonatalCare,Neonatal Care,Pediatrics & Neonatology,normalized_exact,1.000
paediatricIntensiveCareUnit,Paediatric Intensive Care Unit,"Emergency, Trauma & Critical Care",normalized_exact,1.000
adultAndPaediatricOncology,Adult and Paediatric Oncology,Pediatrics & Neonatology,normalized_exact,1.000
Contract Genetic Testing,Contract Genetic Testing,"Diagnostics, Pathology & Laboratory",normalized_exact,1.000
speechAndSwallowClinic,Speech and Swallow Clinic,"ENT, Head & Neck",normalized_exact,1.000
photorefractiveKeratectomy,Photorefractive Keratectomy,Other / Needs Review,normalized_exact,1.000
acrylicPartialDenture,Acrylic Partial Denture,"Dental, Oral & Maxillofacial",normalized_exact,1.000
colorDoppler,Color Doppler,"Radiology, Imaging & Nuclear Medicine",normalized_exact,1.000
Color Doppler,Color Doppler,"Radiology, Imaging & Nuclear Medicine",normalized_exact,1.000
ayurvedic,Ayurvedic,Alternative & Integrative Medicine,normalized_exact,1.000
cardiacSurgeon,Cardiac Surgeon,Cardiology & Cardiothoracic,normalized_exact,1.000
entSurgeon,ENT Surgeon,"ENT, Head & Neck",normalized_exact,1.000
epileptologist,Epileptologist,Other / Needs Review,normalized_exact,1.000
geriatrician,Geriatrician,Geriatrics & Palliative Care,normalized_exact,1.000
phlebology,Phlebology,Other / Needs Review,normalized_exact,1.000
pediatricDevelopmentalDisabilities,Pediatric Developmental Disabilities,Pediatrics & Neonatology,normalized_exact,1.000
 retinaAndVitreoretinalOphthalmology,Retina and Vitreoretinal Ophthalmology,Ophthalmology,normalized_exact,1.000
neurotherapy Naturopathy Centres,Neurotherapy Naturopathy Centres,Neurology & Neurosurgery,normalized_exact,1.000
snoringAndSleepApnoeaSurgery,Snoring and Sleep Apnoea Surgery,"General, Laparoscopic & Minimal Access Surgery",normalized_exact,1.000
neuroElectrophysiology,Neuro Electrophysiology,Cardiology & Cardiothoracic,normalized_exact,1.000
arthroscopicAndSpineSurgery,Arthroscopic and Spine Surgery,"Orthopedics, Spine & Sports Medicine",normalized_exact,1.000
bariatricSurgeryAndMetabolicAssessment,Bariatric Surgery and Metabolic Assessment,"Endocrinology, Diabetes & Metabolic",normalized_exact,1.000
peripheralAndEndovascularSurgery,Peripheral and Endovascular Surgery,"General, Laparoscopic & Minimal Access Surgery",normalized_exact,1.000
hepatologyAndGastroenterology,Hepatology and Gastroenterology,"Gastroenterology, Hepatobiliary & Colorectal",normalized_exact,1.000
Laparoscopy,Laparoscopy,"Gastroenterology, Hepatobiliary & Colorectal",normalized_exact,1.000
coordinates8098097229003906,Coordinates8098097229003906,Invalid / Non-specialty,normalized_exact,1.000
roboticUrology,Robotic Urology,"Urology, Nephrology & Transplant",normalized_exact,1.000
radiationSurgery,Radiation Surgery,"General, Laparoscopic & Minimal Access Surgery",normalized_exact,1.000
pedodontist,Pedodontist,Pediatrics & Neonatology,normalized_exact,1.000
neuropsychiatryAndDrugDeAddiction,Neuropsychiatry and Drug De Addiction,Neurology & Neurosurgery,normalized_exact,1.000
neuromuscularDentistry,Neuromuscular Dentistry,Neurology & Neurosurgery,normalized_exact,1.000
pelviacetabularSurgery,Pelviacetabular Surgery,"General, Laparoscopic & Minimal Access Surgery",normalized_exact,1.000
vestibularRehabilitation,Vestibular Rehabilitation,"Rehabilitation, Physiotherapy & Allied Health",normalized_exact,1.000
Arthroscopy  Sports Medicine,Arthroscopy Sports Medicine,"Orthopedics, Spine & Sports Medicine",normalized_exact,1.000
eyeHospital,Eye Hospital,Ophthalmology,normalized_exact,1.000
AV Fistula creation for dialysis,Av Fistula Creation for Dialysis,"Gastroenterology, Hepatobiliary & Colorectal",normalized_exact,1.000
Lymphedema Supermicrosurgery,Lymphedema Supermicrosurgery,"General, Laparoscopic & Minimal Access Surgery",normalized_exact,1.000
Pterygium  Pinguecula,Pterygium Pinguecula,Ophthalmology,normalized_exact,1.000
Corneal Disease,Corneal Disease,Ophthalmology,normalized_exact,1.000
oncologist,Oncologist,Oncology & Hematology,normalized_exact,1.000
chromotherapyAndMagnetotherapy,Chromotherapy and Magnetotherapy,"Rehabilitation, Physiotherapy & Allied Health",normalized_exact,1.000
multiVisceralAndAbdominalOrganTransplant,Multi Visceral and Abdominal Organ Transplant,"Urology, Nephrology & Transplant",normalized_exact,1.000
intensivist,Intensivist,"Emergency, Trauma & Critical Care",normalized_exact,1.000
retinaAndROP,Retina and Rop,Ophthalmology,normalized_exact,1.000
postSurgical,Post Surgical,Other / Needs Review,normalized_exact,1.000
Trichology,Trichology,Other / Needs Review,normalized_exact,1.000
ooculoplasticsAndReconstructiveOrbitalSurgery,Ooculoplastics and Reconstructive Orbital Surgery,"Dermatology, Plastic & Aesthetic",normalized_exact,1.000
Mole Removal,Mole Removal,"Dermatology, Plastic & Aesthetic",normalized_exact,1.000
Wrinkles Treatment,Wrinkles Treatment,Other / Needs Review,normalized_exact,1.000
Keloid treatment,Keloid Treatment,Other / Needs Review,normalized_exact,1.000
prosthodonticsRestorativeDentistry,Prosthodontics Restorative Dentistry,"Dental, Oral & Maxillofacial",normalized_exact,1.000
cancerDiagnostics,Cancer Diagnostics,Oncology & Hematology,normalized_exact,1.000
sexualDisorders,Sexual Disorders,Other / Needs Review,normalized_exact,1.000
Fistula In Ano,Fistula In Ano,"Gastroenterology, Hepatobiliary & Colorectal",normalized_exact,1.000
Weight Management,Weight Management,Other / Needs Review,normalized_exact,1.000
Teeth Cleaning,Teeth Cleaning,"Dental, Oral & Maxillofacial",normalized_exact,1.000
Emergency Trauma Care,Emergency Trauma Care,"Emergency, Trauma & Critical Care",normalized_exact,1.000
ENT and Head  Neck Surgery,ENT and Head Neck Surgery,"ENT, Head & Neck",normalized_exact,1.000
Piles,Piles,"Gastroenterology, Hepatobiliary & Colorectal",normalized_exact,1.000
boneAndJoints,Bone and Joints,"Orthopedics, Spine & Sports Medicine",normalized_exact,1.000
Tooth Whitening,Tooth Whitening,"Dental, Oral & Maxillofacial",normalized_exact,1.000
Full mouth Dental Implants,Full Mouth Dental Implants,"Dental, Oral & Maxillofacial",normalized_exact,1.000
familyPlanningAndComplexContraception,Family Planning and Complex Contraception,Other / Needs Review,normalized_exact,1.000
infectiousDiseases,Infectious Diseases,Infectious Disease & Public Health,normalized_exact,1.000
shoulderAndElbowOrthopedicSurgery,Shoulder and Elbow Orthopedic Surgery,"Orthopedics, Spine & Sports Medicine",normalized_exact,1.000
sleepMedicine,Sleep Medicine,"General Medicine, Family & Internal Medicine",normalized_exact,1.000
headAndNeckSurgeryOtolaryngology,Head and Neck Surgery Otolaryngology,"ENT, Head & Neck",normalized_exact,1.000
radiotherapy,Radiotherapy,"Rehabilitation, Physiotherapy & Allied Health",normalized_exact,1.000
hepatopancreatobiliarySurgery,Hepatopancreatobiliary Surgery,"Gastroenterology, Hepatobiliary & Colorectal",normalized_exact,1.000
neuroOncologyNeurosurgery,Neuro Oncology Neurosurgery,Oncology & Hematology,normalized_exact,1.000
breastImaging,Breast Imaging,"Radiology, Imaging & Nuclear Medicine",normalized_exact,1.000
dermatopathology,Dermatopathology,"Dermatology, Plastic & Aesthetic",normalized_exact,1.000
painMedicinePMR,Pain Medicine Pmr,Anesthesia & Pain Medicine,normalized_exact,1.000
neuroOncology,Neuro Oncology,Oncology & Hematology,normalized_exact,1.000
infertilityCare,Infertility Care,"Obstetrics, Gynecology & Fertility",normalized_exact,1.000
cardiologyAndCardiothoracicSurgery,Cardiology and Cardiothoracic Surgery,Cardiology & Cardiothoracic,normalized_exact,1.000
liverTransplant,Liver Transplant,"Gastroenterology, Hepatobiliary & Colorectal",normalized_exact,1.000
